,随机元素,,作答时长(毫秒),请选择您的年龄范围,作答时长(毫秒),您的最高学历是？,作答时长(毫秒),您主要获取健康信息的渠道是哪些？-医院/诊所就医,您主要获取健康信息的渠道是哪些？-社交媒体（如微信、微博、抖音、小红书等）,您主要获取健康信息的渠道是哪些？-搜索引擎（如百度、搜狗、必应）,您主要获取健康信息的渠道是哪些？-电视节目,您主要获取健康信息的渠道是哪些？-书籍报刊杂志,您主要获取健康信息的渠道是哪些？-亲友交流,您主要获取健康信息的渠道是哪些？-专业论坛,您主要获取健康信息的渠道是哪些？-其他，请注明：_________,作答时长(毫秒),以下是一个网络信息片段，请阅读并回答问题。,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条信息的可信度如何？,作答时长(毫秒),如果您在社交媒体上看到该信息，您会传播吗？,作答时长(毫秒),本题检测是否真人作答,作答时长(毫秒),您是否担心自己食用了苹果表面的蜡会对健康产生负面影响？,作答时长(毫秒),您认为食用苹果表面的蜡可能对健康造成多大的危害？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),请回顾初始健康信息内容，并回答以下问题,作答时长(毫秒),您现在认为该健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看信息前后，您的观点是否发生变化？,作答时长(毫秒),以下是一个网络信息片段，请阅读并回答问题。咖啡豆在烘焙中确实会产生丙烯酰胺，而丙烯酰胺是国际癌症研究机构认定的二类致癌物质。因此喝咖啡对身体有害，有致癌风险。,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条信息的可信度如何？,作答时长(毫秒),如果您在社交媒体上看到此类信息，您会传播吗？,作答时长(毫秒),本题检测是否真人作答,作答时长(毫秒),您是否担心喝咖啡对自身健康可能产生的负面影响？,作答时长(毫秒),您认为喝咖啡可能对健康造成多大的危害？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),请回顾初始健康信息并回答问题。咖啡豆在烘焙中确实会产生丙烯酰胺，而丙烯酰胺是国际癌症研究机构认定的二类致癌物质。因此喝咖啡会致癌。,作答时长(毫秒),您现在认为这条信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看信息前后，您的观点是否发生变化？,作答时长(毫秒),以下是一个网络信息片段，请阅读并回答问题。反复烧开的水被称为千滚水，由于气化作用，这种水中的矿物质被浓缩，导致致癌物亚硝酸盐超标，危害人体健康，最好不要喝。,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条信息的可信度如何？,作答时长(毫秒),如果您在社交媒体上看到此类信息，您会传播吗？,作答时长(毫秒),本题检测是否真人作答,作答时长(毫秒),您是否担心喝反复烧开的“千滚水”会对自己或身边人的健康产生负面影响？,作答时长(毫秒),您认为“千滚水”可能对健康造成多大的危害？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),请回顾初始健康信息内容，并回答以下问题反复烧开的水被称为千滚水，由于气化作用，这种水中的矿物质被浓缩，导致致癌物亚硝酸盐超标，危害人体健康，最好不要喝。,作答时长(毫秒),您现在认为该健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看信息前后，您的观点是否发生变化？,作答时长(毫秒),以下是一个网络信息片段，请观看并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条信息的可信度如何？,作答时长(毫秒),如果您在社交媒体上看到此类信息，您会传播吗？,作答时长(毫秒),本题检测是否真人作答,作答时长(毫秒),您认为长期食用猪油可以给自己或身边人的健康带来正面影响吗？,作答时长(毫秒),您认为长期食用猪油可以给自己或身边人的健康带来多大好处？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),请回顾初始健康信息并回答问题,作答时长(毫秒),您现在认为该健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看信息前后，您的观点是否发生变化？,作答时长(毫秒),请阅读以下健康信息并回答问题。如果被烫伤了，有些土办法处理起来效果非常好，比如牙膏、酱油等，相比去医院，治疗烫伤这些偏方可能有奇效。,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条信息的可信度如何？,作答时长(毫秒),如果您在社交媒体上看到此类信息，您会传播吗？,作答时长(毫秒),本题检测是否真人作答,作答时长(毫秒),您认为使用偏方应对烫伤会有用吗？,作答时长(毫秒),您认为这些土办法会对健康造成危害吗？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看以下信息并回答问题,作答时长(毫秒),您是否曾见过包含以上内容的信息？,作答时长(毫秒),您认为这条健康信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),请回顾初始健康信息并回答问题。如果被烫伤了，有些土办法处理起来效果非常好，比如牙膏、酱油等，相比去医院，治疗烫伤这些偏方可能有奇效。,作答时长(毫秒),您现在认为这条信息的可信度如何？,作答时长(毫秒),您是否愿意分享该健康信息？,作答时长(毫秒),观看信息前后，您的观点是否发生变化？,作答时长(毫秒)
,谣言,辟谣,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_1 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q5,Q5 作答时长(毫秒),Q6,Q6 作答时长(毫秒),Q7,Q7 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q5,Q5 作答时长(毫秒),Q6,Q6 作答时长(毫秒),Q7,Q7 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q5,Q5 作答时长(毫秒),Q6,Q6 作答时长(毫秒),Q7,Q7 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q5,Q5 作答时长(毫秒),Q6,Q6 作答时长(毫秒),Q7,Q7 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q5,Q5 作答时长(毫秒),Q6,Q6 作答时长(毫秒),Q7,Q7 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒),Q1,Q1 作答时长(毫秒),Q2,Q2 作答时长(毫秒),Q3,Q3 作答时长(毫秒),Q4,Q4 作答时长(毫秒)
1,谣言信息5展示,辟谣信息5d,1192,31-40岁,281,初中及以下,823,0,1,0,0,0,0,0,0,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,否,2263,5,919,3,1400,非常不满意,1479,5,2674,4,211,,,,,,,,,,,,,,,,,1,25553,是,1660,5,832,4,214,,,,,,,,,1,1000,4,3778,3,673,有些动摇，但仍倾向相信,2210
2,谣言信息2 展示,辟谣信息2d,1243,31-40岁,1160,本科,1801,0,1,0,1,0,1,1,0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,否,3802,3,2606,5,438,非常不满意,922,3,4275,6,432,,,,,,,,,,,,,,,,,,,,,,,,,1,10681,否,2903,4,1256,6,524,1,1000,4,3095,6,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,谣言信息3 展示,辟谣信息3c,18227,18-30岁,3491,高中/中专,1537,0,1,0,0,0,0,0,0,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,是,1906,5,559,4,2454,非常不满意,3998,4,4919,5,424,,,,,,,,,,,,,,,,,1,8732,是,2971,5,289,6,415,,,,,,,,,1,1000,4,3388,4,438,有些动摇，但仍倾向相信,2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,谣言信息2 展示,辟谣信息2a,5953,31-40岁,294,高中/中专,1007,0,1,1,1,0,1,0,0,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,是,2442,5,784,3,1180,非常不满意,1115,5,4303,6,369,1,1000,是,1985,6,309,5,702,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,3,1685,6,209,有些动摇，但仍倾向相信,1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,谣言信息3 展示,辟谣信息3d,1006,18-30岁,215,高中/中专,930,0,1,0,1,0,0,0,0,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,是,2828,5,1838,3,749,非常不满意,1319,5,5458,6,1157,,,,,,,,,,,,,,,,,,,,,,,,,1,51578,是,759,5,1049,6,192,1,1000,4,1757,5,257,有些动摇，但仍倾向相信,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,谣言信息1 展示,辟谣信息1d,2715,18-30岁,782,本科,1094,0,1,0,1,0,1,0,0,1637,1,1000,是,3616,5,4563,3,2995,非常不满意,1696,4,3129,7,1812,,,,,,,,,1,12660,是,785,6,942,5,507,,,,,,,,,,,,,,,,,1,1000,4,1721,7,1538,完全改变观点，现在完全不相信,3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,谣言信息1 展示,辟谣信息1d,2467,18岁以下,206,初中及以下,784,0,1,1,0,0,0,0,0,1649,1,1000,是,2755,5,914,3,351,非常不满意,652,5,3099,5,215,,,,,,,,,1,30279,是,16395,6,998,6,284,,,,,,,,,,,,,,,,,1,1000,6,9599,4,375,完全没有变化，仍然相信,3764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,谣言信息3 展示,辟谣信息3d,9068,31-40岁,1153,本科,1612,1,0,1,0,1,1,0,0,3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,是,1888,5,2694,3,436,非常不满意,4582,5,8623,6,291,,,,,,,,,,,,,,,,,,,,,,,,,1,4980,是,3897,5,4084,4,267,1,1000,5,6184,4,231,观点发生明显变化，现在不太相信,2620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,谣言信息5展示,辟谣信息5c,1191,18-30岁,985,本科,1032,0,1,0,0,0,0,0,0,2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,是,5687,4,1644,3,1866,非常不满意,2347,4,7205,3,2746,,,,,,,,,,,,,,,,,,,,,,,,,1,8473,是,9019,5,3761,4,1897,1,1000,4,5736,5,765,,
